,Country,Elect_tech,Grid_status,2008 Gen Est,2009 Gen Est,2010 Gen Est,2011 Gen Est,2012 Gen Est,2013 Gen Est,2014 Gen Est,2015 Gen Est,2016 Gen Est,2017 Gen Est,2018 Gen Est,2019 Gen Est
643,Mali,Fossil fuels,On-grid,815.0,417.394,517.77,571.759,492.988,442.592,576.739,698.102,800.956,948.672,948.672,948.672
644,Mali,Off-grid Solar photovoltaic,Off-grid,6.361,6.361,10.46,15.988,25.532,25.532,26.195,27.863,28.501,31.227,31.227,31.3
645,Mali,Renewable hydropower,On-grid,1087.504,1030.441,1064.05,1111.011,1211.336,1441.911,1498.217,1528.568,1645.355,1702.174,1702.174,1702.174
646,Malta,Biogas,On-grid,,,,5.0,9.0,6.0,7.0,7.0,8.307,9.738,8.956,6.401
647,Malta,Fossil fuels,On-grid,2312.0,2168.0,2113.0,2169.0,2268.0,2216.0,2170.0,1203.0,720.834,1479.721,1763.485,1857.984
648,Malta,On-grid Solar photovoltaic,On-grid,0.15,0.675,0.68,4.99,16.69,29.47,68.38,94.99,127.885,162.261,188.818,211.6
649,Marshall Islands,Fossil fuels,On-grid,75.747,75.666,75.666,78.239,77.996,77.53,73.797,73.303,69.342,78.437,78.437,78.437
650,Marshall Islands,Off-grid Solar photovoltaic,Off-grid,0.202,0.284,0.351,0.351,0.405,0.648,0.878,0.878,0.878,0.878,0.899,0.899
651,Marshall Islands,On-grid Solar photovoltaic,On-grid,,0.081,0.081,0.081,0.243,0.243,0.391,0.391,0.616,0.953,0.953,0.953
652,Martinique,Fossil fuels,On-grid,1492.0,1506.0,1573.0,1521.0,1490.8,1485.0,1453.0,1460.0,1476.0,1458.408,1345.667,1153.209
653,Martinique,On-grid Solar photovoltaic,On-grid,5.3,11.5,19.0,38.4,79.6,75.0,84.0,81.1,82.6,75.956,82.187,85.33
654,Martinique,Onshore wind energy,On-grid,1.3,1.5,1.0,1.3,1.6,1.5,1.5,2.3,1.3,1.3,5.841,46.035
655,Martinique,Other non-renewable energy,On-grid,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.8,12.7,9.4
656,Martinique,Renewable municipal waste,On-grid,31.0,31.0,24.0,14.5,19.1,15.6,22.5,26.7,27.3,11.8,12.7,18.8
657,Mauritania,Fossil fuels,On-grid,658.9,657.6,727.3,744.2,824.3,773.0,807.57,868.0,874.5,874.5,874.5,730.72
658,Mauritius,Biogas,On-grid,,,,3.141,17.796,20.014,21.33,20.36,18.7,16.9,22.6,19.9
659,Mauritius,Fossil fuels,On-grid,1962.43,1968.556,2111.353,2189.683,2230.273,2291.353,2340.8,2314.9,2378.7,2496.0,2482.9,2534.7
660,Mauritius,Onshore wind energy,On-grid,0.368,1.501,2.511,2.825,3.568,3.61,3.17,2.69,18.0,14.6,15.1,15.2
661,Mauritius,Renewable hydropower,On-grid,108.035,122.41,100.729,56.484,74.073,94.836,90.84,121.88,99.5,89.8,124.5,98.6
662,Mauritius,Solid biofuels,On-grid,486.404,485.031,474.076,486.492,470.495,472.785,456.2,509.8,497.0,463.2,437.1,439.6
663,Mayotte,Fossil fuels,On-grid,217.6,237.4,251.4,248.1,255.5,268.3,282.7,299.1,311.1,311.1,323.41,323.41
664,Mayotte,On-grid Solar photovoltaic,On-grid,0.233,1.28,6.095,13.854,14.549,14.627,14.735,14.735,14.837,16.863,16.863,16.863
665,Mexico,Biogas,On-grid,76.0,106.0,118.0,115.0,149.0,161.0,164.0,161.0,158.0,209.0,260.333,259.259
666,Mexico,Fossil fuels,On-grid,212265.0,222541.0,223863.0,247488.0,255831.0,245841.0,238849.0,251636.0,260776.0,255235.0,261449.998,263206.973
667,Mexico,Geothermal energy,On-grid,7056.0,6740.0,6618.0,6507.0,5817.0,6070.0,6000.0,6331.0,6148.0,5946.0,5374.81,5330.238
668,Mexico,Nuclear,On-grid,9804.0,10501.0,5879.0,10089.0,8770.0,11800.0,9677.0,11577.0,10567.0,10883.0,13674.91,11998.39
669,Mexico,On-grid Solar photovoltaic,On-grid,17.778,25.833,28.611,38.611,60.278,100.0,186.389,202.222,252.276,1186.506,3180.0,7366.394
670,Mexico,Onshore wind energy,On-grid,255.0,596.353,1239.111,1648.321,3688.31,4184.544,6426.197,8745.095,10378.095,10619.782,13088.611,16726.667
671,Mexico,Other non-renewable energy,On-grid,,45.0,48.0,98.0,266.0,142.0,77.0,28.0,73.0,118.0,3.6,3.6
672,Mexico,Renewable hydropower,On-grid,39223.909,26722.006,37157.991,36270.419,31910.688,28021.322,38892.769,30891.541,30697.353,31847.656,32485.556,23608.056
673,Mexico,Solid biofuels,On-grid,632.0,480.0,610.0,518.0,755.0,1019.0,1189.0,1180.0,1303.0,1837.0,2367.951,2764.667
674,Micronesia (Federated States of),Fossil fuels,On-grid,85.9,86.394,68.933,58.859,68.476,66.352,63.935,64.37,61.217,61.495,59.804,59.804
675,Micronesia (Federated States of),Off-grid Solar photovoltaic,Off-grid,0.074,0.425,0.425,0.425,0.425,0.555,0.555,0.737,0.699,0.716,0.623,0.623
676,Micronesia (Federated States of),On-grid Solar photovoltaic,On-grid,0.262,0.33,0.33,0.33,0.33,0.423,0.423,0.563,1.613,1.653,2.359,2.359
677,Mongolia,Fossil fuels,On-grid,3857.0,3898.0,4145.0,4316.0,4572.0,5014.0,5191.3,5415.8,5555.9,5826.9,6141.5,6232.2
678,Mongolia,Off-grid Solar photovoltaic,Off-grid,6.536,6.536,7.794,7.794,7.794,7.794,7.794,7.794,7.794,7.794,7.794,7.794
679,Mongolia,Onshore wind energy,Off-grid,0.473,0.473,0.673,0.673,1.006,1.006,1.006,1.006,1.006,1.006,1.006,1.006
680,Mongolia,Other non-renewable energy,On-grid,144.0,141.0,168.0,20.2,28.7,5.4,5.4,8.2,6.0,3.8,3.7,3.7
681,Mongolia,Renewable hydropower,Off-grid,1.459,1.459,1.459,1.459,1.459,1.459,1.459,1.99,1.99,1.991,1.991,1.991
682,Mongolia,Renewable hydropower,On-grid,4.949,19.892,35.41,53.098,52.342,59.9,66.3,59.3,84.7,84.5,78.7,85.4
683,Montenegro,Fossil fuels,On-grid,1289.0,689.0,1272.0,1452.0,1367.0,1441.0,1421.0,1512.0,1298.0,1361.9,1554.7,1504.4
684,Montenegro,On-grid Solar photovoltaic,On-grid,0.466,0.592,0.774,1.071,1.243,1.469,2.847,3.603,4.133,4.49,5.908,7.074
685,Montenegro,Renewable hydropower,On-grid,1539.0,2071.0,2750.0,1203.853,1477.087,2504.168,1751.65,1491.0,1843.191,1023.9,2113.0,1633.5
686,Montserrat,Fossil fuels,On-grid,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,20.0,25.515,25.515,25.515
687,Morocco,Biogas,On-grid,,,5.414,5.414,5.414,5.414,5.414,5.414,10.827,40.061,40.061,40.061
688,Morocco,Concentrated solar power,On-grid,,,,5.0,39.0,39.0,39.0,4.3,400.3,414.1,793.853,1186.07
689,Morocco,Fossil fuels,On-grid,18688.8,17591.6,18561.7,21532.4,23951.473,22594.254,24125.0,25107.5,25736.9,26874.925,27730.667,32413.775
690,Morocco,Off-grid Solar photovoltaic,Off-grid,15.36,16.08,16.2,16.8,18.0,18.0,22.56,22.56,25.044,29.347,29.348,27.484
691,Morocco,On-grid Solar photovoltaic,On-grid,0.054,0.054,0.054,0.209,0.209,0.209,0.96,1.4,1.2,1.2,156.302,395.425
692,Morocco,Onshore wind energy,Off-grid,,,,15.242,15.242,15.242,15.242,15.242,15.242,15.242,15.242,15.242
693,Morocco,Onshore wind energy,On-grid,298.2,391.4,658.8,692.1,728.0,1356.2,1923.7,2519.4,3000.0,3034.9,3840.743,4699.19
694,Morocco,Pumped storage,On-grid,443.7,383.8,163.0,133.3,185.0,205.4,395.5,396.2,406.5,380.0,304.391,391.0
695,Morocco,Renewable hydropower,On-grid,915.8,2568.5,3467.8,2005.4,1631.0,2785.0,1637.4,1885.3,1255.7,1184.7,1693.443,1262.781
696,Mozambique,Fossil fuels,On-grid,10.9,10.9,17.8,22.0,23.9,29.4,33.4,54.94,53.2,37.8,351.24,710.94
697,Mozambique,Renewable hydropower,On-grid,15114.0,16950.0,16641.0,16482.4,14858.9,14653.657,16177.9,17082.7,15604.8,14057.7,13901.0,14818.76
698,Mozambique,Solid biofuels,On-grid,49.023,44.14,54.408,67.927,67.878,63.32,72.39,61.69,55.23,58.0,61.457,64.53
699,Myanmar,Biogas,Off-grid,2.044,2.044,2.044,2.044,2.044,2.044,2.044,2.044,2.044,2.044,2.044,2.044
700,Myanmar,Fossil fuels,On-grid,2550.57,1707.91,2436.15,2906.12,3198.66,3423.97,5327.46,6572.98,8123.14,8679.16,9486.36,12446.04
701,Myanmar,Off-grid Solar photovoltaic,Off-grid,0.147,0.294,0.588,2.058,4.116,6.188,9.218,30.604,47.052,64.358,69.886,71.269
702,Myanmar,Renewable hydropower,Off-grid,5.114,5.138,5.149,5.358,5.358,5.403,5.75,1.25,1.25,1.25,1.25,1.25
703,Myanmar,Renewable hydropower,On-grid,4071.08,5256.36,6188.53,7544.07,7766.24,11310.38,10292.22,10637.8,12125.15,13210.37,14646.46,12895.95
704,Myanmar,Solid biofuels,Off-grid,194.884,191.24,184.99,191.532,189.046,206.932,223.352,203.632,209.525,227.355,247.898,256.878
705,Namibia,Fossil fuels,Off-grid,,26.28,26.28,26.911,26.911,26.911,105.751,105.751,105.751,105.751,105.751,105.751
706,Namibia,Fossil fuels,On-grid,126.5,73.5,44.0,32.5,48.5,36.0,23.5,48.0,63.5,33.575,26.88,57.805
707,Namibia,Off-grid Solar photovoltaic,Off-grid,5.543,6.77,7.831,13.671,19.902,24.924,26.367,26.367,26.367,26.367,40.788,44.396
708,Namibia,Onshore wind energy,On-grid,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,0.572,4.952,18.092,18.092
709,Namibia,Renewable hydropower,On-grid,1531.0,1397.5,1367.5,1536.5,1487.0,1414.5,1517.0,1478.5,1540.5,1412.5,1085.5,1288.0
710,Namibia,Solid biofuels,On-grid,,,0.055,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219
711,Nauru,Fossil fuels,Off-grid,20.384,5.282,13.839,15.579,19.783,13.809,6.23,4.911,4.275,5.461,2.464,3.283
712,Nauru,Fossil fuels,On-grid,20.159,21.417,24.415,25.756,27.007,28.178,29.519,30.894,31.122,32.268,33.648,33.993
713,Nauru,On-grid Solar photovoltaic,On-grid,0.051,0.053,0.048,0.054,0.09,0.26,0.26,0.228,0.278,1.249,1.177,1.333
714,Nepal,Fossil fuels,On-grid,9.115,11.035,8.205,2.48,10.205,14.25,5.445,0.66,0.18,0.205,0.125,0.09
715,Nepal,Off-grid Solar photovoltaic,Off-grid,2.871,5.398,6.138,11.146,12.257,14.505,15.532,18.163,18.407,75.25,72.667,70.149
716,Nepal,Renewable hydropower,Off-grid,148.126,130.742,145.954,175.151,199.12,204.568,222.658,222.721,240.466,252.152,244.842,262.183
717,Nepal,Renewable hydropower,On-grid,2758.415,2732.675,2930.5,3295.96,3440.045,3403.895,3497.255,3467.595,3690.895,4279.205,4607.02,5375.02
718,Netherlands,Biogas,On-grid,733.399,915.682,1027.838,1035.471,1008.669,979.855,1005.488,1038.415,992.846,923.263,886.927,894.921
719,Netherlands,Fossil fuels,On-grid,92238.0,96966.0,102386.0,95619.0,84936.321,84812.021,85848.0,89379.593,93338.188,93080.122,89082.134,91959.853
720,Netherlands,Nuclear,On-grid,4169.0,4248.0,3969.0,4141.0,3915.0,2891.0,4091.0,4078.041,3960.278,3402.478,3514.77,3909.748
721,Netherlands,Offshore wind energy,On-grid,596.0,735.0,679.0,802.0,789.0,771.0,748.0,1130.0,2269.0,3700.0,3630.0,3630.001
722,Netherlands,On-grid Solar photovoltaic,On-grid,39.61,44.9,55.872,104.471,190.644,409.998,725.161,1108.519,1601.811,2207.583,3709.364,5335.455
723,Netherlands,Onshore wind energy,On-grid,3663.711,3845.623,3314.137,4298.171,4192.829,4856.147,5049.335,6419.874,5901.455,6868.813,6918.511,7877.926
724,Netherlands,Other non-renewable energy,On-grid,1614.197,1640.483,1717.615,1881.003,1902.932,1821.373,1770.863,3101.6,3092.769,3300.107,2604.447,2460.198
725,Netherlands,Renewable hydropower,On-grid,102.0,98.0,105.0,57.0,104.388,114.312,112.2,92.699,100.079,60.757,72.348,74.182
726,Netherlands,Renewable municipal waste,On-grid,1408.699,1572.135,1763.225,2034.394,2234.823,2075.79,1908.621,1980.916,2005.4,1903.673,2172.213,2081.581
727,Netherlands,Solid biofuels,On-grid,2562.744,3549.728,4197.435,3976.663,3960.403,2898.732,2098.696,1901.52,1906.797,1772.481,1512.138,2837.687
728,New Caledonia,Fossil fuels,On-grid,1384.276,1513.262,1811.9,1832.645,1827.804,1991.259,2659.468,2493.778,2841.005,2793.915,3076.41,2875.554
729,New Caledonia,Off-grid Solar photovoltaic,Off-grid,0.582,0.59,0.59,0.59,0.59,0.59,0.59,0.572,0.585,0.673,0.71,0.767
730,New Caledonia,On-grid Solar photovoltaic,On-grid,0.001,0.028,2.835,3.563,4.019,4.078,3.954,6.053,10.777,27.006,45.953,115.354
731,New Caledonia,Onshore wind energy,On-grid,35.832,41.565,51.736,45.554,57.071,52.312,57.213,61.569,45.148,45.121,45.002,56.576
732,New Caledonia,Renewable hydropower,On-grid,460.05,398.41,264.658,375.736,397.848,456.329,289.22,340.406,231.839,361.04,317.238,284.77
733,New Zealand,Biogas,On-grid,216.0,230.0,233.0,234.0,226.0,217.0,244.0,261.0,278.0,280.0,276.0,278.0
734,New Zealand,Fossil fuels,On-grid,15598.0,12235.0,11971.0,10565.0,12439.0,11108.0,9032.0,8755.0,6833.0,8296.0,7327.0,8150.0
735,New Zealand,Geothermal energy,On-grid,4204.0,4865.0,5892.0,6237.0,6322.0,6668.0,7426.0,8008.0,7996.0,8033.0,7976.0,8041.0
736,New Zealand,On-grid Solar photovoltaic,On-grid,3.0,4.0,4.0,4.0,5.0,7.0,18.0,37.0,57.0,77.0,100.0,128.0
737,New Zealand,Onshore wind energy,On-grid,1058.0,1476.0,1637.0,1957.0,2079.0,2022.0,2211.0,2364.0,2330.0,2086.0,2067.0,2254.0
738,New Zealand,Other non-renewable energy,On-grid,60.0,57.0,61.0,50.0,38.0,47.0,51.0,52.0,55.0,50.0,53.0,49.0
739,New Zealand,Renewable hydropower,On-grid,22346.0,24215.0,24724.0,25108.0,22894.0,23027.0,24316.0,24528.0,25920.0,25177.0,26290.0,25575.0
740,New Zealand,Solid biofuels,On-grid,347.0,368.0,369.0,373.0,385.0,389.0,381.0,373.0,355.0,325.0,321.0,338.0
741,Nicaragua,Fossil fuels,Off-grid,47.59,42.46,44.6,46.76,46.98,52.42,52.14,53.14,54.177,45.608,49.629,49.961
742,Nicaragua,Fossil fuels,On-grid,2118.94,2343.8,2261.17,2477.71,2249.01,1927.097,1989.44,2236.869,2145.411,1948.556,1865.261,1930.407
743,Nicaragua,Geothermal energy,On-grid,322.14,296.53,302.11,272.85,523.32,679.362,662.01,677.74,729.036,750.857,801.395,778.131
744,Nicaragua,Onshore wind energy,On-grid,,112.0,163.39,210.66,329.55,561.571,845.968,865.442,729.036,634.557,800.592,730.165
745,Nicaragua,Renewable hydropower,On-grid,534.45,296.72,503.15,443.7,417.18,454.585,394.42,293.622,425.465,467.577,410.892,226.986
746,Nicaragua,Solid biofuels,On-grid,337.83,362.56,384.65,372.75,450.656,482.108,519.3,454.67,533.244,664.401,701.697,841.121
747,Niger,Fossil fuels,On-grid,61.0,69.2,296.609,323.582,455.171,502.557,548.687,596.712,604.529,596.712,522.754,522.754
748,Niger,Off-grid Solar photovoltaic,Off-grid,2.0,2.0,3.4,4.9,6.5,8.2,9.8,11.4,13.1,14.8,32.7,32.7
749,Nigeria,Fossil fuels,On-grid,15389.0,15248.0,19747.0,21151.0,23047.0,23557.0,25044.0,25708.0,20524.482,23949.908,26035.7,25059.124
750,Nigeria,Renewable hydropower,On-grid,7443.0,7439.0,7192.0,5227.09,5306.69,6121.72,6143.72,6420.192,8147.254,7743.632,7691.7,8430.051
751,Nigeria,Solid biofuels,Off-grid,12.6,12.6,15.4,15.4,15.4,18.9,22.4,22.4,25.3,21.157,20.96,20.96
752,Niue,Fossil fuels,On-grid,3.0,3.067,3.077,3.199,3.258,3.281,2.758,2.922,2.922,2.922,2.922,2.922
753,Niue,On-grid Solar photovoltaic,On-grid,,0.071,0.071,0.071,0.071,0.071,0.469,0.469,0.469,0.469,0.469,0.469
754,Norway,Biogas,On-grid,17.0,11.0,3.0,12.0,9.0,11.0,26.0,21.0,13.0,21.0,17.024,14.668
755,Norway,Fossil fuels,On-grid,606.0,4362.0,5031.0,4226.0,2835.0,2638.0,2787.0,2773.0,2776.0,2735.0,2794.069,2559.688
756,Norway,Marine energy,On-grid,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
757,Norway,Offshore wind energy,On-grid,,5.0,5.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0
758,Norway,On-grid Solar photovoltaic,On-grid,7.387,7.743,8.099,8.455,8.9,9.79,11.57,13.35,23.763,39.961,60.876,105.02
759,Norway,Onshore wind energy,On-grid,913.0,972.0,874.0,1277.0,1543.0,1876.0,2211.0,2508.0,2111.0,2849.0,3870.881,5531.25
760,Norway,Other non-renewable energy,On-grid,237.0,130.0,220.0,138.0,144.0,458.0,523.0,552.0,500.0,520.0,505.568,526.031
761,Norway,Pumped storage,On-grid,937.0,794.0,413.0,1274.0,1086.0,561.0,715.0,1148.0,610.0,746.0,712.732,884.0
762,Norway,Renewable hydropower,On-grid,139044.0,125283.0,116739.0,120279.0,141724.0,128138.0,135470.0,137302.0,142807.0,142366.0,138796.038,125520.067
763,Norway,Renewable municipal waste,On-grid,58.0,50.0,92.0,80.0,114.0,204.0,210.0,218.0,192.0,214.0,171.189,214.262
764,Norway,Solid biofuels,On-grid,322.0,166.0,254.0,247.0,203.0,181.0,22.0,17.0,28.0,24.0,15.775,23.986
765,Oman,Fossil fuels,On-grid,16049.4,18445.3,19159.0,21870.9,25017.3,26238.1,29128.0,32758.0,34196.0,36126.0,37714.307,38332.067
766,Pakistan,Biogas,On-grid,18.615,18.615,18.615,18.615,18.615,18.615,18.615,18.615,18.944,18.944,18.944,18.944
767,Pakistan,Fossil fuels,On-grid,65319.0,66694.0,66783.5,65419.5,64265.0,64874.7,68359.7,71851.3,76563.1,85733.3,90954.5,85730.0
768,Pakistan,Nuclear,On-grid,2159.0,2077.0,3085.5,4187.5,4527.0,4438.5,5040.5,4816.5,5258.5,7700.5,9149.5,9548.0
769,Pakistan,Off-grid Solar photovoltaic,Off-grid,,,0.036,0.046,0.306,0.458,0.652,0.867,0.857,16.976,17.567,32.26
770,Pakistan,On-grid Solar photovoltaic,On-grid,1.584,5.328,13.392,26.784,65.664,144.432,237.456,380.956,716.016,967.076,1005.636,1036.696
771,Pakistan,Onshore wind energy,On-grid,6.0,6.0,6.0,6.0,6.0,134.5,363.0,621.5,1060.0,1728.5,2642.0,2812.0
772,Pakistan,Renewable hydropower,Off-grid,6.944,24.496,48.666,52.268,65.482,68.239,70.511,73.237,72.005,64.157,48.352,56.787
773,Pakistan,Renewable hydropower,On-grid,28425.0,28337.5,30241.0,30316.0,29315.0,31028.0,32514.5,33771.5,33341.0,30330.5,30569.0,35901.5
774,Pakistan,Solid biofuels,On-grid,1598.0,1251.135,1234.323,1382.713,1459.925,1707.526,1634.301,1998.098,2712.16,3269.423,2894.053,2740.704
775,Palau,Fossil fuels,On-grid,97.033,88.518,92.25,89.997,75.918,78.303,80.145,80.287,83.026,80.464,82.922,82.922
776,Palau,On-grid Solar photovoltaic,On-grid,0.378,0.378,0.391,0.773,0.894,0.998,1.219,1.219,1.487,1.487,2.023,2.023
777,Panama,Fossil fuels,Off-grid,0.047,0.047,0.054,0.059,0.041,0.063,0.067,0.071,0.077,0.081,0.084,0.09
778,Panama,Fossil fuels,On-grid,2437.3,2995.4,3167.3,3700.4,3189.4,3768.8,4104.633,3570.0,3633.745,3027.76,2411.635,5416.539
779,Panama,Off-grid Solar photovoltaic,Off-grid,1.774,2.128,2.594,3.338,4.158,5.155,5.155,5.155,5.155,5.155,5.155,0.028
780,Panama,Renewable hydropower,On-grid,3971.7,3896.8,4193.9,4098.2,5388.2,5154.3,5033.8,6256.6,6522.488,7253.523,7855.172,5096.259
781,Panama,Solid biofuels,Off-grid,23.058,21.439,23.513,23.533,23.889,31.599,29.031,30.908,30.878,30.166,32.227,32.227
782,Papua New Guinea,Fossil fuels,Off-grid,370.754,479.267,562.046,546.042,549.3,600.598,544.16,496.895,488.139,332.574,464.01,398.612
783,Papua New Guinea,Fossil fuels,On-grid,262.101,277.476,325.402,298.819,293.956,317.46,326.248,333.176,331.835,253.317,353.43,366.726
784,Papua New Guinea,Geothermal energy,Off-grid,373.533,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
785,Papua New Guinea,Off-grid Solar photovoltaic,Off-grid,0.492,0.492,0.492,0.492,0.492,0.492,0.492,1.274,1.782,1.733,1.388,1.432
786,Papua New Guinea,Renewable hydropower,Off-grid,207.853,212.029,198.656,229.242,231.445,231.445,209.258,209.258,209.258,209.258,209.258,209.258
787,Papua New Guinea,Renewable hydropower,On-grid,589.303,607.303,577.52,661.303,667.303,667.303,667.303,667.303,667.303,667.303,667.303,667.303
788,Papua New Guinea,Solid biofuels,Off-grid,11.94,14.173,19.271,20.833,15.482,9.844,10.208,10.812,11.296,11.721,12.146,12.571
789,Paraguay,Biogas,On-grid,1.837,1.837,1.837,1.837,1.837,1.837,1.837,1.837,1.837,1.837,1.837,6.217
790,Paraguay,Fossil fuels,Off-grid,0.65,0.74,0.82,0.9,3.07,3.18,5.93,1.37,1.25,1.51,1.55,2.04
791,Paraguay,Off-grid Solar photovoltaic,Off-grid,0.001,0.001,0.003,0.005,0.035,0.065,0.065,0.065,0.065,0.065,0.065,0.065
792,Paraguay,Renewable hydropower,On-grid,55455.09,54938.95,54064.77,57624.09,60231.54,60377.84,55276.43,55742.79,63770.15,59683.82,59210.94,49445.484
793,Peru,Biogas,On-grid,,,,5.993,6.828,7.514,6.283,36.498,51.178,41.9,50.597,50.829
794,Peru,Fossil fuels,Off-grid,1830.8,2113.9,2133.2,2223.6,2147.5,2222.6,2070.6,373.4,1822.689,1834.374,1720.62,1417.966
795,Peru,Fossil fuels,On-grid,11671.0,11215.8,13840.2,15123.0,16707.9,18644.2,20641.0,21837.7,24400.76,20848.113,19741.396,20807.993
796,Peru,Off-grid Solar photovoltaic,Off-grid,11.574,14.497,19.563,26.108,33.26,41.019,47.782,55.375,64.792,74.209,51.246,59.561
797,Peru,Onshore wind energy,Off-grid,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.226,1.226,1.226,1.226
798,Peru,Renewable hydropower,Off-grid,655.7,627.3,588.6,615.6,668.5,675.0,673.7,693.534,621.569,579.41,589.733,553.252
799,Peru,Renewable hydropower,On-grid,18436.7,19276.7,19508.7,20953.0,21432.5,21634.1,21527.6,22511.6,23550.119,28393.011,30141.508,30908.837
800,Peru,Solid biofuels,Off-grid,94.0,94.0,94.0,94.0,290.0,161.0,205.587,206.072,243.075,215.368,194.38,31.087
801,Peru,Solid biofuels,On-grid,54.592,102.123,77.5,87.4,157.9,274.1,273.96,204.631,194.243,144.0,207.382,392.182
802,Philippines,Biogas,Off-grid,39.858,45.026,46.428,52.998,55.801,73.321,73.321,73.321,104.524,104.524,104.524,104.524
803,Philippines,Biogas,On-grid,,13.71,13.71,13.71,13.71,16.218,16.218,16.218,16.218,16.218,16.218,16.218
804,Philippines,Fossil fuels,Off-grid,278.516,372.047,594.346,293.432,376.288,398.235,516.347,615.086,622.304,436.906,386.209,456.572
805,Philippines,Fossil fuels,On-grid,39914.466,41371.582,49325.615,49037.666,51784.121,54964.658,56934.996,60834.951,68196.129,70744.7,76052.584,83539.428
806,Philippines,Geothermal energy,On-grid,10722.78,10323.847,9929.152,9942.33,10249.99,9604.598,10308.113,11043.694,11070.403,10270.077,10435.305,10691.0
807,Philippines,On-grid Solar photovoltaic,On-grid,1.304,1.252,1.254,1.212,1.32,1.414,16.517,138.534,1097.016,1201.152,1249.116,1246.0
808,Philippines,Onshore wind energy,On-grid,61.386,64.428,61.717,88.204,75.339,65.655,152.052,748.414,975.219,1093.558,1152.923,1042.0
809,Philippines,Pumped storage,On-grid,198.4,533.6,479.2,238.0,366.4,489.2,674.4,722.0,722.0,722.0,722.0,722.0
810,Philippines,Renewable hydropower,Off-grid,9.147,9.096,14.69,25.41,34.598,33.812,30.677,37.938,35.388,41.797,64.787,81.163
811,Philippines,Renewable hydropower,On-grid,9634.987,9244.871,7309.515,9434.122,9851.136,9496.296,8432.196,7905.14,7353.527,8847.002,8596.971,7221.837
812,Philippines,Solid biofuels,On-grid,,,13.56,101.564,169.109,195.755,179.481,351.238,709.688,996.93,1088.605,1023.782
813,Poland,Biogas,On-grid,255.0,319.0,398.0,451.0,565.0,690.0,816.0,906.0,1027.0,1096.43,1127.623,1135.01
814,Poland,Fossil fuels,On-grid,148017.0,142383.0,146073.0,149845.0,144721.0,146810.0,138473.0,141467.0,143066.0,145494.084,147442.082,137017.919
815,Poland,Liquid biofuels,On-grid,50.356,68.486,216.769,157.212,142.221,87.716,88.201,130.183,29.0,35.6,35.6,35.6
816,Poland,On-grid Solar photovoltaic,On-grid,,,,0.175,1.141,1.482,6.891,56.639,123.875,165.463,300.488,710.673
817,Poland,Onshore wind energy,On-grid,836.801,1077.278,1664.339,3204.548,4746.59,6003.806,7675.629,10858.365,12587.59,14909.041,12798.792,15106.759
818,Poland,Other non-renewable energy,On-grid,85.0,60.0,128.0,136.0,111.0,145.0,192.0,191.0,280.0,374.818,562.783,805.284
819,Poland,Pumped storage,On-grid,595.422,599.251,568.197,430.225,428.479,557.756,551.341,602.994,482.243,474.325,417.411,706.466
820,Poland,Renewable hydropower,On-grid,2152.16,2375.131,2919.942,2331.379,2036.754,2439.117,2182.45,1832.202,2139.446,2559.581,1969.997,1958.416
821,Poland,Solid biofuels,On-grid,3364.0,4904.0,5905.0,7149.0,9529.0,7932.0,9161.0,9026.0,6913.0,5308.557,5333.221,6441.152
822,Portugal,Biogas,On-grid,71.0,83.0,100.0,161.0,209.0,249.0,278.0,294.0,285.0,286.533,271.373,264.451
823,Portugal,Fossil fuels,On-grid,30543.0,30893.0,25008.0,27448.0,25947.0,20764.0,20143.0,26601.0,26512.0,34840.542,28739.848,24049.497
824,Portugal,Geothermal energy,On-grid,191.647,183.937,197.095,210.418,146.464,196.583,205.38,203.567,171.577,216.659,230.387,215.36
825,Portugal,Off-grid Solar photovoltaic,Off-grid,,,,3.12,3.12,3.12,3.12,3.552,20.982,44.654,74.73,102.298
826,Portugal,On-grid Solar photovoltaic,On-grid,40.534,160.0,211.33,276.809,389.525,476.02,624.196,792.603,835.16,931.262,931.167,1239.954
827,Portugal,Onshore wind energy,On-grid,5757.38,7576.963,9181.572,9161.589,10256.449,12010.089,12107.786,11602.938,12474.096,12247.853,12616.584,13666.949
828,Portugal,Other non-renewable energy,On-grid,290.0,298.0,330.0,325.0,259.0,299.0,256.0,308.0,320.0,283.295,259.261,274.366
829,Portugal,Pumped storage,On-grid,499.0,725.0,399.0,575.0,1038.0,1138.0,843.0,1139.0,1186.0,1734.641,1234.91,1424.801
830,Portugal,Renewable hydropower,On-grid,6799.047,8284.267,16147.897,11539.213,5622.715,13730.418,15568.913,8660.506,15723.323,5896.883,12393.349,8817.714
831,Portugal,Renewable municipal waste,On-grid,281.0,290.0,289.0,296.0,245.0,286.0,240.0,292.0,305.0,360.281,326.868,349.374
