,Country,Elect_tech,Grid_status,2008 Gen Est,2009 Gen Est,2010 Gen Est,2011 Gen Est,2012 Gen Est,2013 Gen Est,2014 Gen Est,2015 Gen Est,2016 Gen Est,2017 Gen Est,2018 Gen Est,2019 Gen Est
1018,Thailand,Onshore wind energy,On-grid,0.482,1.0,3.924,5.0,17.179,351.304,396.0,328.0,345.0,1109.0,1641.0,3670.0
1019,Thailand,Pumped storage,On-grid,1028.8,533.6,716.0,492.8,532.8,513.2,494.8,476.8,476.8,476.8,476.8,476.8
1020,Thailand,Renewable hydropower,On-grid,7113.0,7148.0,5537.0,8163.0,8640.742,5611.054,5323.0,3878.0,3651.0,4833.0,7783.0,6446.0
1021,Thailand,Renewable municipal waste,On-grid,,20.236,40.165,78.183,130.918,145.635,26.655,275.763,46.139,59.586,118.113,182.139
1022,Thailand,Solid biofuels,On-grid,2701.0,2982.6,3167.0,10970.5,11164.9,12193.4,12745.178,14624.026,29948.569,24775.82,26257.941,29147.89
1023,Timor-Leste,Fossil fuels,Off-grid,43.558,51.908,53.843,50.362,45.31,20.684,24.493,59.662,69.091,71.524,75.439,86.29
1024,Timor-Leste,Fossil fuels,On-grid,110.514,131.701,136.61,140.056,126.007,295.042,349.384,350.263,412.551,427.078,450.455,515.247
1025,Timor-Leste,Off-grid Solar photovoltaic,Off-grid,0.212,0.212,0.212,0.212,0.212,1.078,1.078,1.078,1.078,1.146,1.146,1.146
1026,Timor-Leste,Renewable hydropower,Off-grid,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
1027,Togo,Fossil fuels,On-grid,37.2,43.0,134.7,118.6,201.309,237.189,73.225,326.565,660.589,692.0,356.099,434.345
1028,Togo,Off-grid Solar photovoltaic,Off-grid,0.061,0.066,0.184,0.382,0.513,0.632,1.209,2.515,3.16,3.748,7.57,8.55
1029,Togo,Renewable hydropower,On-grid,174.0,219.0,185.0,201.552,165.138,74.0,120.0,56.437,204.0,204.0,204.0,204.0
1030,Tokelau,Fossil fuels,On-grid,0.676,0.75,0.8,0.85,0.345,0.101,0.096,0.096,0.096,0.096,0.105,0.105
1031,Tokelau,Off-grid Solar photovoltaic,Off-grid,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
1032,Tonga,Fossil fuels,On-grid,54.471,51.65,51.683,52.776,51.852,51.372,51.551,53.451,58.262,60.282,61.304,63.622
1033,Tonga,Off-grid Solar photovoltaic,Off-grid,0.151,0.163,0.163,0.163,0.178,0.318,0.318,0.327,0.342,0.342,0.342,0.342
1034,Trinidad and Tobago,Fossil fuels,On-grid,7759.8,7873.3,8484.8,8772.7,9127.86,9501.71,9890.87,10295.96,10006.0,9928.0,9220.0,9184.12
1035,Trinidad and Tobago,On-grid Solar photovoltaic,On-grid,3.534,3.939,4.408,4.408,4.408,4.408,4.892,5.555,5.555,5.555,4.671,4.671
1036,Tunisia,Fossil fuels,On-grid,14996.0,15252.0,16180.0,16331.0,17750.0,17951.0,18615.0,19118.0,19227.0,20107.0,20367.0,21272.0
1037,Tunisia,Off-grid Solar photovoltaic,Off-grid,2.369,2.513,2.524,2.603,2.8,2.8,2.814,3.078,3.708,3.736,3.736,12.736
1038,Tunisia,On-grid Solar photovoltaic,On-grid,,,0.349,1.744,5.814,11.628,33.721,65.116,104.651,133.721,174.419,245.349
1039,Tunisia,Onshore wind energy,On-grid,39.4,97.5,138.6,109.19,196.3,357.8,507.0,448.0,474.0,449.0,453.0,500.0
1040,Tunisia,Renewable hydropower,On-grid,37.9,78.9,50.1,53.66,109.6,60.1,55.91,70.0,45.0,17.0,17.0,66.0
1041,Turkey,Biogas,On-grid,118.0,222.0,296.0,327.0,559.0,844.0,1047.0,1208.0,1560.0,1780.969,2158.612,2598.446
1042,Turkey,Fossil fuels,On-grid,163920.0,156583.0,155371.0,171169.0,174151.0,170641.0,198984.0,177608.0,183426.0,209166.154,206060.556,170518.329
1043,Turkey,Geothermal energy,On-grid,162.435,435.737,668.213,694.35,899.343,1363.528,2363.983,3424.999,4818.524,6127.482,7430.976,8951.74
1044,Turkey,On-grid Solar photovoltaic,On-grid,5.495,6.98,8.465,9.95,17.375,26.285,17.366,194.06,1043.138,2889.302,7799.798,9249.828
1045,Turkey,Onshore wind energy,On-grid,847.034,1495.369,2916.373,4723.873,5860.79,7557.507,8520.141,11652.487,15517.087,17903.815,19949.196,21730.713
1046,Turkey,Other non-renewable energy,On-grid,77.0,88.0,125.0,126.0,129.0,293.0,350.0,517.0,737.0,875.936,973.408,1118.463
1047,Turkey,Renewable hydropower,On-grid,33269.806,35958.369,51795.431,52338.602,57864.952,59420.464,40644.663,67145.605,67230.883,58218.462,59938.425,88822.776
1048,Turkey,Solid biofuels,On-grid,24.0,30.0,36.0,16.0,33.0,35.0,34.0,32.0,74.0,313.053,474.39,867.841
1049,Turkmenistan,Fossil fuels,On-grid,14963.463,15604.222,16081.99,18263.681,19304.216,20279.138,22227.0,22392.704,23730.12,23730.12,23730.12,23730.12
1050,Turkmenistan,Renewable hydropower,On-grid,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154
1051,Turks and Caicos Islands,Fossil fuels,On-grid,189.0,200.0,208.0,207.0,210.0,209.0,227.0,239.0,250.0,241.0,257.0,257.0
1052,Tuvalu,Fossil fuels,Off-grid,0.71,0.72,0.855,0.825,0.787,0.798,0.947,0.641,0.232,0.268,0.268,0.268
1053,Tuvalu,Fossil fuels,On-grid,4.653,4.691,5.585,5.684,5.238,5.152,5.383,5.542,6.168,6.256,6.256,6.256
1054,Tuvalu,Off-grid Solar photovoltaic,Off-grid,0.008,0.037,0.037,0.037,0.037,0.039,0.035,0.414,1.152,1.181,1.181,1.181
1055,Tuvalu,On-grid Solar photovoltaic,On-grid,0.055,0.055,0.055,0.055,0.055,0.155,0.15,0.394,0.828,0.803,0.803,0.803
1056,Uganda,Fossil fuels,On-grid,609.81,896.61,1020.278,957.93,272.95,1.8,93.324,88.683,66.264,241.992,198.81,102.779
1057,Uganda,Off-grid Solar photovoltaic,Off-grid,17.012,20.618,21.679,23.613,25.183,26.899,29.08,31.988,34.896,38.676,38.676,38.909
1058,Uganda,Renewable hydropower,Off-grid,0.631,0.631,7.121,4.9,4.714,29.185,29.779,30.732,30.917,34.837,34.837,34.837
1059,Uganda,Renewable hydropower,On-grid,1375.24,1236.29,1258.22,1507.9,2425.4,3195.0,3229.5,3084.3,3218.5,3367.0,3549.41,3964.667
1060,Uganda,Solid biofuels,On-grid,55.0,70.47,156.112,125.0,160.09,192.4,206.166,246.466,252.597,226.969,285.996,276.315
1061,Ukraine,Fossil fuels,On-grid,90924.0,78577.0,86285.0,93500.0,96992.0,95386.0,83419.0,66910.0,72659.0,57963.0,60814.4,57794.2
1062,Ukraine,Nuclear,On-grid,89841.0,82924.0,89152.0,90248.0,90137.0,83209.0,88389.0,87627.0,80950.0,85576.2,84398.1,83002.7
1063,Ukraine,On-grid Solar photovoltaic,On-grid,,,0.5,30.1,333.3,570.0,868.437,917.219,939.972,1183.166,1632.121,3674.807
1064,Ukraine,Onshore wind energy,On-grid,45.3,43.0,50.9,89.5,288.2,638.6,1371.317,1306.773,1169.024,1818.581,1399.185,2244.41
1065,Ukraine,Pumped storage,On-grid,116.0,515.0,515.0,515.0,515.0,671.0,843.0,1574.0,1633.0,1585.7,1579.0,1346.8
1066,Ukraine,Renewable hydropower,On-grid,11395.9,11420.7,12637.1,10430.9,10478.7,13801.2,8478.4,5396.5,7670.9,8945.5,10427.7,6508.3
1067,Ukraine,Solid biofuels,On-grid,264.0,139.0,188.0,134.0,134.0,101.0,130.0,135.0,80.0,116.283,124.501,194.9
1068,United Arab Emirates,Fossil fuels,On-grid,80463.0,85691.71,93931.9,99119.014,106203.414,109919.843,116246.327,127084.042,129298.011,133828.9,134705.155,134668.3
1069,United Arab Emirates,Off-grid Solar photovoltaic,Off-grid,,0.064,0.064,0.232,0.32,0.323,5.363,5.389,5.389,5.389,5.535,7.849
1070,United Arab Emirates,On-grid Solar photovoltaic,On-grid,,6.29,17.1,18.0,18.6,21.9,48.1,48.5,48.0,476.5,1070.0,3550.0
1071,United Kingdom of Great Britain and Northern Ireland,Biogas,On-grid,5265.0,5565.0,6059.0,6331.0,6443.0,6655.0,6897.0,6463.715,7810.947,7883.028,7693.361,7569.208
1072,United Kingdom of Great Britain and Northern Ireland,Fossil fuels,On-grid,308698.0,276941.0,289189.0,259064.0,247149.0,229588.0,204457.0,178875.802,176682.083,161646.367,150667.218,139728.651
1073,United Kingdom of Great Britain and Northern Ireland,Marine energy,On-grid,0.036,0.625,1.884,0.94,4.203,4.756,2.221,1.999,0.009,4.194,9.298,13.991
1074,United Kingdom of Great Britain and Northern Ireland,Nuclear,On-grid,52486.0,69098.0,62140.0,68980.0,70405.0,70607.0,63748.0,70344.902,71726.081,70336.426,65063.849,56183.934
1075,United Kingdom of Great Britain and Northern Ireland,Offshore wind energy,On-grid,1335.0,1754.0,3059.67,5149.03,7603.17,11471.78,13404.59,17422.74,16405.74,20915.92,26525.2,31975.15
1076,United Kingdom of Great Britain and Northern Ireland,On-grid Solar photovoltaic,On-grid,17.0,20.0,40.277,243.623,1353.75,2010.155,4054.09,7532.864,10395.105,11461.943,12735.51,12918.07
1077,United Kingdom of Great Britain and Northern Ireland,Onshore wind energy,On-grid,5786.525,7526.972,7225.97,10813.936,12243.952,16925.238,18554.729,22851.979,20753.682,28725.202,30381.15,32359.694
1078,United Kingdom of Great Britain and Northern Ireland,Other non-renewable energy,On-grid,1799.0,1787.0,1410.0,1821.0,2109.0,1976.0,2489.0,3549.984,4868.499,4212.297,4236.499,4669.914
1079,United Kingdom of Great Britain and Northern Ireland,Pumped storage,On-grid,4088.941,3685.276,3150.428,2905.561,2966.462,2903.886,2883.484,2739.416,2959.215,2872.03,2498.45,1756.411
1080,United Kingdom of Great Britain and Northern Ireland,Renewable hydropower,On-grid,5141.186,5227.916,3591.33,5691.748,5309.565,4701.475,5887.738,6297.269,5370.412,5881.867,5443.836,5934.827
1081,United Kingdom of Great Britain and Northern Ireland,Renewable municipal waste,On-grid,1240.0,1509.0,1529.0,1504.0,1773.0,1649.0,1900.0,2582.426,2730.376,3373.568,3479.585,3799.048
1082,United Kingdom of Great Britain and Northern Ireland,Solid biofuels,On-grid,3062.0,3641.0,4675.0,5479.0,6519.0,9798.0,13823.0,19423.316,19514.974,20625.551,23770.176,25935.024
1083,United Republic of Tanzania,Biogas,On-grid,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
1084,United Republic of Tanzania,Fossil fuels,On-grid,1677.73,2060.44,2327.03,2434.672,2453.767,2866.8,2814.1,4206.8,4544.0,4566.7,4927.5,5138.9
1085,United Republic of Tanzania,Off-grid Solar photovoltaic,Off-grid,,,0.056,0.544,2.094,6.61,20.127,23.018,33.146,39.527,45.909,46.132
1086,United Republic of Tanzania,Renewable hydropower,Off-grid,24.92,24.835,26.368,19.452,27.592,26.824,40.465,54.694,60.996,63.829,60.753,66.588
1087,United Republic of Tanzania,Renewable hydropower,On-grid,2648.9,2639.9,2701.3,1992.6,1766.6,1717.3,2590.7,2107.6,2366.0,2349.9,2234.3,2477.4
1088,United Republic of Tanzania,Solid biofuels,Off-grid,8.285,6.794,7.549,47.023,52.826,53.52,62.497,62.497,62.595,63.154,63.443,64.482
1089,United Republic of Tanzania,Solid biofuels,On-grid,55.515,61.606,67.751,68.187,61.946,67.59,63.654,63.654,64.453,69.0,71.356,79.816
1090,United States Virgin Islands,Fossil fuels,On-grid,843.568,872.0,825.0,794.0,777.916,726.0,693.0,679.0,674.0,516.0,596.0,702.997
1091,United States Virgin Islands,On-grid Solar photovoltaic,On-grid,,,,0.69,0.885,1.248,7.179,13.274,13.33,7.24,7.24,7.24
1092,United States of America,Biogas,On-grid,8427.0,9281.0,9806.0,10613.0,11568.0,12791.0,13586.0,13674.0,13466.0,13723.0,13259.0,12659.0
1093,United States of America,Concentrated solar power,On-grid,879.0,816.0,879.0,893.0,959.0,1014.0,2688.0,3544.0,3701.0,3587.0,3940.0,3535.0
1094,United States of America,Fossil fuels,On-grid,3100548.0,2892882.0,3060149.0,2960191.0,2941052.0,2907720.0,2913787.0,2882404.0,2806893.0,2691532.0,2834297.0,2745145.0
1095,United States of America,Geothermal energy,On-grid,16873.0,17046.0,17577.0,17840.0,18135.0,18422.0,18710.0,18727.0,18584.0,18726.0,18773.0,18364.0
1096,United States of America,Liquid biofuels,On-grid,88.0,91.0,94.0,177.0,195.0,193.0,208.0,223.0,210.0,217.0,351.0,358.0
1097,United States of America,Nuclear,On-grid,837804.0,830210.0,838931.0,821405.0,801129.0,822004.0,830584.0,830288.0,839918.0,838861.0,841329.0,843330.0
1098,United States of America,On-grid Solar photovoltaic,On-grid,1214.0,1699.0,3063.0,5322.0,9186.0,14858.0,23076.0,32091.0,46633.0,67393.0,81244.0,93943.0
1099,United States of America,Onshore wind energy,On-grid,55696.0,74226.0,95148.0,120854.0,141922.0,169713.0,183891.9,192991.825,229369.384,257147.384,275732.384,298098.384
1100,United States of America,Other non-renewable energy,On-grid,13606.0,13607.0,14606.0,16077.0,15881.0,15588.0,15289.0,15917.0,15708.0,15104.0,15133.0,15482.0
1101,United States of America,Pumped storage,On-grid,25281.0,22820.0,24067.0,22828.0,19776.0,19257.0,20054.0,20111.0,22443.0,22752.0,21503.0,20772.0
1102,United States of America,Renewable hydropower,On-grid,256714.0,275590.0,262266.0,321733.0,278511.0,270856.0,261473.0,251018.0,269670.0,302362.0,295501.0,289799.0
1103,United States of America,Renewable municipal waste,On-grid,9513.0,9469.0,9308.0,8617.0,8650.0,8420.0,8461.0,8427.0,8524.0,8183.0,8382.0,7143.0
1104,United States of America,Solid biofuels,On-grid,41619.0,40478.0,42536.0,42913.0,43696.0,45535.0,48563.0,47743.0,46817.0,46734.0,45893.0,43034.0
1105,Uruguay,Biogas,On-grid,23.308,9.76,10.674,3.231,8.211,7.18,29.675,32.541,34.264,29.218,29.31,27.453
1106,Uruguay,Fossil fuels,Off-grid,0.859,0.257,0.297,0.327,0.365,0.365,0.365,0.328,0.385,0.413,0.446,0.473
1107,Uruguay,Fossil fuels,On-grid,3403.6,2640.19,1165.081,2627.172,3748.671,1859.495,729.768,962.644,464.362,250.201,392.648,312.611
1108,Uruguay,Liquid biofuels,On-grid,4.351,0.15,8.571,,0.076,0.066,0.005,0.075,0.179,20.267,17.955,20.068
1109,Uruguay,Off-grid Solar photovoltaic,Off-grid,0.097,0.145,0.206,0.329,0.737,0.737,0.737,0.654,1.155,1.467,2.677,3.786
1110,Uruguay,On-grid Solar photovoltaic,On-grid,,,,0.013,0.085,0.411,2.756,48.04,150.757,267.091,410.874,419.732
1111,Uruguay,Onshore wind energy,On-grid,7.291,42.099,69.914,111.307,112.456,144.054,732.668,2065.118,2994.348,3774.476,4732.21,4752.336
1112,Uruguay,Renewable hydropower,On-grid,4500.71,5059.788,8407.154,6478.898,5420.877,8205.917,9649.13,8265.992,7842.236,7517.857,6556.625,8108.275
1113,Uruguay,Solid biofuels,On-grid,872.418,929.909,1089.849,1127.547,1313.409,1447.997,1893.268,2388.363,2398.278,2503.654,2482.214,2443.79
1114,Uzbekistan,Fossil fuels,On-grid,38040.0,40620.0,40870.0,42200.0,41290.0,42640.0,42640.0,42640.0,50218.748,51991.748,52839.51,51078.4
1115,Uzbekistan,Renewable hydropower,On-grid,11360.0,9330.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,5897.3,6452.0
1116,Vanuatu,Fossil fuels,On-grid,59.209,55.116,56.074,57.868,53.253,46.425,52.583,47.06,59.378,63.248,62.334,61.544
1117,Vanuatu,Off-grid Solar photovoltaic,Off-grid,,0.08,0.08,0.08,0.08,0.112,0.212,0.525,0.605,2.415,3.086,3.527
1118,Vanuatu,On-grid Solar photovoltaic,On-grid,,,,0.067,0.137,0.191,0.219,0.237,2.135,2.02,3.05,3.46
1119,Vanuatu,Onshore wind energy,On-grid,0.627,5.349,5.389,4.295,5.177,5.549,6.788,8.268,5.416,4.77,4.37,6.16
1120,Vanuatu,Renewable hydropower,On-grid,1.634,3.011,6.638,6.008,7.385,7.207,7.379,7.07,5.054,7.135,7.61,7.78
1121,Venezuela (Bolivarian Republic of),Fossil fuels,Off-grid,,13.48,17.97,52.02,47.33,40.51,54.26,54.3,54.3,54.3,54.3,54.2
1122,Venezuela (Bolivarian Republic of),Fossil fuels,On-grid,32454.26,38860.31,39880.91,31421.532,45951.96,51034.55,51034.55,52181.048,52410.347,52738.573,56720.65,10183.707
1123,Venezuela (Bolivarian Republic of),Off-grid Solar photovoltaic,Off-grid,,,2.02,2.44,4.09,4.19,5.3,5.3,5.02,5.02,4.725,4.429
1124,Venezuela (Bolivarian Republic of),Renewable hydropower,Off-grid,3.1,3.16,0.324,4.34,3.68,3.48,3.5,3.5,3.5,3.5,3.5,5.3
1125,Venezuela (Bolivarian Republic of),Renewable hydropower,On-grid,86849.1,85965.56,76776.754,83264.07,81855.98,81499.46,86322.0,76000.0,76000.0,51065.375,25179.575,15107.745
1126,Viet Nam,Fossil fuels,On-grid,46283.29,50613.159,55520.774,59295.422,59147.0,66454.0,80336.0,101158.0,111185.0,102959.0,124197.0,129604.158
1127,Viet Nam,Off-grid Solar photovoltaic,Off-grid,3.424,3.515,4.518,4.518,4.518,4.518,4.49,4.49,4.49,4.49,4.49,4.49
1128,Viet Nam,Onshore wind energy,On-grid,1.708,11.563,40.734,40.734,40.734,40.734,40.734,40.421,72.27,130.743,172.791,353.926
1129,Viet Nam,Renewable hydropower,Off-grid,113.004,113.004,113.004,113.004,113.004,113.004,113.004,113.004,113.004,113.004,113.004,113.004
1130,Viet Nam,Renewable hydropower,On-grid,24676.71,30029.841,36201.226,42203.578,56000.0,58000.0,60914.0,56791.0,64559.0,88634.0,84984.0,92393.0
1131,Viet Nam,Solid biofuels,Off-grid,322.91,312.166,323.234,350.791,380.345,402.622,435.001,405.289,364.807,405.672,397.448,343.938
1132,Yemen,Fossil fuels,On-grid,6546.0,6750.0,7755.0,6204.0,7073.0,8501.0,7646.0,5977.0,4612.0,4584.0,4584.0,4584.0
1133,Yemen,Off-grid Solar photovoltaic,Off-grid,1.832,1.93,1.951,2.491,2.647,4.588,9.685,116.22,549.0,732.0,732.0,732.0
1134,Zambia,Fossil fuels,Off-grid,11.783,12.621,12.98,14.76,17.57,18.57,17.34,23.5,20.2,8.79,,
1135,Zambia,Fossil fuels,On-grid,1.168,1.0,1.0,1.0,1.0,1.03,394.4,381.0,650.0,1978.22,2491.49,2585.67
1136,Zambia,Renewable hydropower,Off-grid,2.483,3.588,4.857,5.06,5.29,5.494,6.287,3.171,4.0,2.4,4.8,5.5
1137,Zambia,Renewable hydropower,On-grid,9827.752,10543.625,10822.03,11870.13,12346.63,13277.42,14037.84,13034.0,11022.6,12470.54,13690.77,12329.11
1138,Zambia,Solid biofuels,On-grid,33.796,54.289,64.494,63.164,67.466,65.554,71.02,73.058,75.575,78.138,78.305,78.305
1139,Zimbabwe,Fossil fuels,On-grid,1763.0,1708.0,2712.0,3812.0,3575.0,4022.458,4380.36,4277.0,4065.9,3685.8,3710.498,3710.498
1140,Zimbabwe,Off-grid Solar photovoltaic,Off-grid,0.003,0.003,0.003,0.309,1.581,3.442,4.72,7.557,8.925,10.923,13.823,13.823
1141,Zimbabwe,Renewable hydropower,Off-grid,5.408,5.408,5.408,5.408,5.408,5.408,5.495,5.618,5.618,5.618,5.618,5.618
1142,Zimbabwe,Renewable hydropower,On-grid,5710.628,5460.628,5801.928,5206.228,5393.228,4998.386,5433.928,4992.028,2618.505,3969.9,5449.06,5449.06
1143,Zimbabwe,Solid biofuels,On-grid,51.644,51.086,58.16,65.48,194.301,179.12,175.64,199.28,310.8,90.123,257.021,257.021
